"Date","Price","Open","High","Low","Vol.","Change %"
"21-05-2024","434.80","436.00","437.10","433.20","10.76M","-0.42%"
"18-05-2024","436.65","437.00","437.65","435.20","713.86K","0.08%"
"17-05-2024","436.30","432.40","437.50","428.90","11.45M","1.12%"
"16-05-2024","431.45","430.00","432.60","422.90","23.03M","0.85%"
"15-05-2024","427.80","430.75","433.25","426.75","7.57M","-0.44%"
"14-05-2024","429.70","430.50","433.30","428.55","11.00M","-0.50%"
"13-05-2024","431.85","433.25","435.45","429.50","7.30M","-0.35%"
"10-05-2024","433.35","426.50","436.35","426.50","13.99M","1.94%"
"09-05-2024","425.10","440.05","441.50","423.35","23.41M","-3.61%"
"08-05-2024","441.00","441.25","444.70","438.20","10.51M","0.15%"
"07-05-2024","440.35","436.90","446.00","435.20","25.97M","1.29%"
"06-05-2024","434.75","438.00","440.45","433.35","10.36M","-0.39%"
"03-05-2024","436.45","440.05","440.05","431.35","22.90M","-0.58%"
"02-05-2024","439.00","436.00","442.60","434.85","23.23M","0.77%"
"30-04-2024","435.65","439.95","440.50","435.10","12.06M","-0.58%"
"29-04-2024","438.20","442.00","442.45","434.60","11.63M","-0.41%"
"26-04-2024","440.00","439.25","443.30","436.40","14.77M","0.56%"
"25-04-2024","437.55","431.00","438.30","429.00","29.21M","2.02%"
"24-04-2024","428.90","429.25","430.80","428.30","5.85M","-0.07%"
"23-04-2024","429.20","425.30","430.50","425.10","12.02M","0.92%"
"22-04-2024","425.30","427.00","427.60","423.35","7.11M","0.13%"
"19-04-2024","424.75","418.00","426.25","416.00","16.58M","1.41%"
"18-04-2024","418.85","426.00","426.90","417.65","21.31M","-1.66%"
"16-04-2024","425.90","423.25","427.00","423.20","9.97M","0.00%"
"15-04-2024","425.90","428.00","429.15","422.90","8.75M","-0.98%"
"12-04-2024","430.10","435.00","435.75","428.30","18.09M","-1.57%"
"10-04-2024","436.95","428.30","437.80","425.75","14.01M","2.49%"
"09-04-2024","426.35","430.45","431.50","425.55","6.71M","-0.64%"
"08-04-2024","429.10","428.30","431.40","427.75","8.52M","0.36%"
"05-04-2024","427.55","422.50","431.70","419.95","16.15M","1.14%"
"04-04-2024","422.75","425.55","427.35","419.90","18.36M","-0.58%"
"03-04-2024","425.20","426.00","428.80","421.00","12.66M","-0.15%"
"02-04-2024","425.85","428.70","428.70","424.60","8.85M","-0.20%"
"01-04-2024","426.70","429.10","431.35","425.75","9.38M","-0.39%"
"28-03-2024","428.35","428.00","433.25","427.00","27.93M","0.08%"
"27-03-2024","428.00","427.00","428.90","426.45","12.23M","0.08%"
"26-03-2024","427.65","425.55","429.20","425.55","10.27M","-0.22%"
"22-03-2024","428.60","421.25","429.65","421.25","38.86M","1.74%"
"21-03-2024","421.25","419.00","422.00","416.20","19.23M","1.34%"
"20-03-2024","415.70","410.00","416.65","409.55","19.61M","1.50%"
"19-03-2024","409.55","418.00","419.55","408.70","20.99M","-1.89%"
"18-03-2024","417.45","419.00","420.70","416.90","15.93M","-0.39%"
"15-03-2024","419.10","417.20","428.55","415.25","73.25M","-0.13%"
"14-03-2024","419.65","421.95","425.50","418.00","30.76M","-0.66%"
"13-03-2024","422.45","435.00","438.00","421.15","101.61M","4.45%"
"12-03-2024","404.45","406.50","406.50","399.35","34.88M","-1.21%"
"11-03-2024","409.40","416.80","418.30","408.00","17.62M","-1.00%"
"07-03-2024","413.55","407.85","414.95","403.65","23.02M","1.40%"
"06-03-2024","407.85","406.50","409.95","400.70","11.11M","0.42%"
"05-03-2024","406.15","409.65","411.40","403.95","9.73M","-0.72%"
"04-03-2024","409.10","412.25","412.95","408.45","6.84M","-0.72%"
"02-03-2024","412.05","410.40","412.80","410.40","974.82K","0.62%"
"01-03-2024","409.50","408.90","413.15","407.50","12.40M","0.79%"
"29-02-2024","406.30","409.00","411.05","404.50","14.90M","-0.49%"
"28-02-2024","408.30","411.15","412.35","406.80","8.62M","-0.69%"
"27-02-2024","411.15","410.00","412.75","408.55","7.78M","0.48%"
"26-02-2024","409.20","411.10","413.05","407.30","7.98M","-0.53%"
"23-02-2024","411.40","415.90","415.90","410.50","11.15M","-0.74%"
"22-02-2024","414.45","406.90","415.15","403.45","18.60M","2.75%"
"21-02-2024","403.35","407.00","410.10","401.30","19.41M","-0.68%"
"20-02-2024","406.10","410.45","410.45","404.30","14.08M","-0.77%"
"19-02-2024","409.25","405.00","412.75","404.60","16.95M","1.15%"
"16-02-2024","404.60","405.00","409.55","399.40","37.52M","0.17%"
"15-02-2024","403.90","413.00","414.55","403.15","20.38M","-1.86%"
"14-02-2024","411.55","406.00","412.25","404.40","12.15M","1.18%"
"13-02-2024","406.75","406.90","410.80","403.30","15.61M","-0.02%"
"12-02-2024","406.85","417.55","418.00","406.05","10.91M","-2.08%"
"09-02-2024","415.50","410.10","424.20","408.60","32.28M","0.23%"
"08-02-2024","414.55","429.00","429.10","408.60","48.18M","-3.99%"
"07-02-2024","431.80","435.00","435.00","430.80","12.88M","0.09%"
"06-02-2024","431.40","440.00","440.90","429.50","18.76M","-1.52%"
"05-02-2024","438.05","442.00","443.65","436.55","12.04M","-0.47%"
"02-02-2024","440.10","445.00","447.20","439.50","17.16M","-0.63%"
"01-02-2024","442.90","442.00","447.75","439.30","19.17M","0.31%"
"31-01-2024","441.55","440.00","442.50","438.70","19.88M","0.80%"
"30-01-2024","438.05","447.00","453.70","437.40","43.51M","-2.61%"
"29-01-2024","449.80","455.90","457.25","447.50","17.87M","-1.28%"
"25-01-2024","455.65","463.55","464.95","452.10","19.68M","-1.71%"
"24-01-2024","463.60","460.10","467.40","458.10","21.63M","0.94%"
"23-01-2024","459.30","473.75","473.75","456.40","8.40M","-1.94%"
"20-01-2024","468.40","473.40","475.00","468.00","3.30M","-0.66%"
"19-01-2024","471.50","468.55","473.00","466.40","12.20M","1.29%"
"18-01-2024","465.50","465.25","467.85","454.55","9.14M","-0.24%"
"17-01-2024","466.60","471.40","477.00","465.20","11.11M","-1.21%"
"16-01-2024","472.30","467.80","475.00","464.25","12.07M","1.01%"
"15-01-2024","467.60","470.00","470.50","466.10","6.90M","0.19%"
"12-01-2024","466.70","463.25","467.70","460.35","9.35M","0.88%"
"11-01-2024","462.65","464.10","466.55","461.10","6.53M","-0.14%"
"10-01-2024","463.30","464.55","466.75","460.05","5.90M","-0.27%"
"09-01-2024","464.55","467.50","469.95","463.65","5.70M","-0.20%"
"08-01-2024","465.50","475.00","475.50","464.55","8.00M","-1.78%"
"05-01-2024","473.95","479.40","479.40","472.00","9.21M","-0.51%"
"04-01-2024","476.40","480.00","481.45","474.20","11.79M","-0.18%"
"03-01-2024","477.25","470.25","480.70","469.35","24.04M","1.47%"
"02-01-2024","470.35","470.00","471.35","463.60","10.52M","0.49%"
"01-01-2024","468.05","463.50","469.95","462.65","9.35M","1.29%"
"29-12-2023","462.10","464.10","467.90","461.35","12.89M","-0.43%"
"28-12-2023","464.10","457.20","464.70","456.10","20.70M","1.53%"
"27-12-2023","457.10","457.00","458.50","453.75","7.54M","0.14%"
"26-12-2023","456.45","456.05","458.90","454.70","5.87M","0.27%"
"22-12-2023","455.20","453.00","455.90","450.55","11.03M","0.83%"
"21-12-2023","451.45","449.00","453.75","444.45","11.15M","0.10%"
"20-12-2023","451.00","459.00","459.25","449.30","10.37M","-1.12%"
"19-12-2023","456.10","453.35","458.00","452.05","10.27M","0.99%"
"18-12-2023","451.65","455.00","456.00","450.35","12.03M","-1.43%"
"15-12-2023","458.20","461.90","462.95","455.00","15.79M","-0.41%"
"14-12-2023","460.10","460.00","461.00","449.45","14.37M","0.98%"
"13-12-2023","455.65","456.30","458.85","453.10","11.28M","0.56%"
"12-12-2023","453.10","454.20","460.00","452.35","10.16M","0.14%"
"11-12-2023","452.45","451.50","453.60","449.30","6.60M","0.73%"
"08-12-2023","449.15","459.95","461.60","448.50","18.67M","-1.95%"
"07-12-2023","458.10","464.75","464.80","457.40","11.31M","-1.11%"
"06-12-2023","463.25","453.90","464.50","452.10","20.42M","2.55%"
"05-12-2023","451.75","455.00","457.80","450.10","12.14M","-0.51%"
"04-12-2023","454.05","455.00","456.40","451.00","12.80M","0.94%"
"01-12-2023","449.80","437.90","450.95","437.40","19.34M","3.21%"
"30-11-2023","435.80","436.70","438.45","434.50","15.13M","-0.32%"
"29-11-2023","437.20","436.00","438.50","434.15","13.79M","0.45%"
"28-11-2023","435.25","438.00","439.00","434.90","8.75M","-0.58%"
"24-11-2023","437.80","441.00","442.25","436.85","6.82M","-0.58%"
"23-11-2023","440.35","440.95","442.25","438.25","6.37M","0.15%"
"22-11-2023","439.70","437.00","440.40","434.80","4.89M","0.79%"
"21-11-2023","436.25","437.15","439.30","435.50","6.00M","-0.13%"
"20-11-2023","436.80","439.85","440.30","434.50","4.34M","-0.56%"
"17-11-2023","439.25","439.25","441.50","438.30","6.66M","0.14%"
"16-11-2023","438.65","441.95","444.50","437.60","10.86M","-0.75%"
"15-11-2023","441.95","438.10","442.50","437.50","7.44M","1.36%"
"13-11-2023","436.00","438.40","438.40","435.00","3.74M","-0.56%"
"12-11-2023","438.45","438.85","439.20","438.15","1.18M","0.44%"
"10-11-2023","436.55","434.40","438.00","432.50","4.08M","0.49%"
"09-11-2023","434.40","437.80","438.00","433.90","7.79M","-0.58%"
"08-11-2023","436.95","433.15","437.50","432.30","6.98M","0.98%"
"07-11-2023","432.70","434.90","434.90","432.15","5.12M","-0.61%"
"06-11-2023","435.35","433.50","436.80","432.55","7.31M","0.48%"
"03-11-2023","433.25","432.80","434.40","431.10","13.80M","0.49%"
"02-11-2023","431.15","430.05","432.70","428.65","8.15M","0.71%"
"01-11-2023","428.10","430.00","431.10","425.50","7.99M","-0.07%"
"31-10-2023","428.40","430.00","433.35","427.90","8.62M","-0.48%"
"30-10-2023","430.45","434.55","437.15","428.35","7.62M","-0.76%"
"27-10-2023","433.75","434.35","436.80","432.20","13.13M","-0.14%"
"26-10-2023","434.35","429.55","436.60","429.55","18.80M","0.38%"
"25-10-2023","432.70","436.90","438.00","427.05","10.89M","-0.73%"
"23-10-2023","435.90","438.00","439.95","433.10","7.28M","-0.55%"
"20-10-2023","438.30","445.00","449.00","437.35","13.02M","-2.69%"
"19-10-2023","450.40","449.75","454.90","446.85","9.47M","-0.28%"
"18-10-2023","451.65","454.25","458.20","451.00","6.89M","-0.40%"
"17-10-2023","453.45","449.80","454.50","449.00","6.94M","1.00%"
"16-10-2023","448.95","448.00","451.00","446.20","4.21M","0.13%"
"13-10-2023","448.35","449.85","451.80","447.00","7.63M","-0.52%"
"12-10-2023","450.70","449.65","452.50","446.15","11.77M","0.55%"
"11-10-2023","448.25","447.20","449.45","444.80","7.65M","0.87%"
"10-10-2023","444.40","440.45","444.85","440.45","5.01M","0.90%"
"09-10-2023","440.45","440.95","443.20","437.25","5.61M","-0.38%"
"06-10-2023","442.15","437.85","443.60","436.65","8.42M","1.40%"
"05-10-2023","436.05","440.00","440.50","435.05","10.03M","-0.01%"
"04-10-2023","436.10","439.75","441.70","433.30","13.40M","-0.83%"
"03-10-2023","439.75","441.00","442.90","439.25","7.48M","-1.05%"
"29-09-2023","444.40","442.00","445.60","439.20","8.16M","0.83%"
"28-09-2023","440.75","449.95","449.95","439.60","10.22M","-1.87%"
"27-09-2023","449.15","442.45","449.80","438.80","10.49M","1.51%"
"26-09-2023","442.45","443.60","444.50","439.70","5.33M","-0.03%"
"25-09-2023","442.60","443.10","444.80","438.35","5.78M","-0.11%"
"22-09-2023","443.10","447.50","448.40","442.25","7.51M","-0.98%"
"21-09-2023","447.50","452.80","453.55","444.50","10.72M","-1.20%"
"20-09-2023","452.95","451.70","455.10","449.55","9.96M","0.20%"
"18-09-2023","452.05","448.35","454.00","446.20","8.20M","0.83%"
"15-09-2023","448.35","448.05","452.10","447.00","15.08M","-0.36%"
"14-09-2023","449.95","455.90","455.90","447.15","14.43M","-0.78%"
"13-09-2023","453.50","452.20","457.00","451.10","11.81M","0.52%"
"12-09-2023","451.15","448.90","454.30","445.60","14.41M","0.88%"
"11-09-2023","447.20","446.00","448.10","442.65","9.32M","1.03%"
"08-09-2023","442.65","447.90","447.90","441.85","9.94M","-0.73%"
"07-09-2023","445.90","448.80","449.00","444.60","8.09M","-0.35%"
"06-09-2023","447.45","443.95","448.50","442.00","12.86M","0.98%"
"05-09-2023","443.10","438.90","444.50","438.50","8.38M","1.28%"
"04-09-2023","437.50","443.35","443.35","436.65","13.60M","-0.80%"
"01-09-2023","441.05","440.00","445.00","438.30","11.44M","0.31%"
"31-08-2023","439.70","443.00","444.90","436.10","19.90M","-0.70%"
"30-08-2023","442.80","441.00","444.00","440.50","7.36M","0.61%"
"29-08-2023","440.10","442.95","444.00","439.20","9.48M","-0.29%"
"28-08-2023","441.40","445.00","446.85","441.00","6.91M","-0.44%"
"25-08-2023","443.35","450.90","451.00","442.05","9.27M","-1.67%"
"24-08-2023","450.90","450.60","453.50","449.30","6.09M","0.10%"
"23-08-2023","450.45","455.60","455.65","448.60","8.45M","-0.84%"
"22-08-2023","454.25","449.00","455.15","447.00","9.85M","1.44%"
"21-08-2023","447.80","442.00","448.50","441.35","9.57M","1.39%"
"18-08-2023","441.65","441.00","443.35","438.50","19.32M","0.15%"
"17-08-2023","441.00","450.00","450.00","440.00","16.27M","-2.05%"
"16-08-2023","450.25","451.00","457.40","448.20","14.92M","0.23%"
"14-08-2023","449.20","448.75","451.25","445.05","7.56M","0.10%"
"11-08-2023","448.75","453.90","453.90","444.75","11.58M","-0.66%"
"10-08-2023","451.75","458.90","459.30","449.00","13.19M","-1.50%"
"09-08-2023","458.65","452.35","459.90","446.90","9.76M","1.39%"
"08-08-2023","452.35","457.00","457.00","451.05","6.39M","-0.56%"
"07-08-2023","454.90","454.10","456.55","450.95","9.16M","-0.01%"
"04-08-2023","454.95","456.30","461.40","454.25","6.83M","-0.24%"
"03-08-2023","456.05","460.10","463.75","454.30","10.62M","-0.88%"
"02-08-2023","460.10","464.60","464.80","458.00","10.32M","-1.01%"
"01-08-2023","464.80","466.00","468.85","463.80","6.44M","-0.19%"
"31-07-2023","465.70","469.00","469.70","463.50","8.19M","-0.59%"
"28-07-2023","468.45","467.70","469.45","463.40","9.98M","0.73%"
"27-07-2023","465.05","474.40","475.15","461.10","13.99M","-1.52%"
"26-07-2023","472.25","464.90","473.00","462.05","18.14M","2.15%"
"25-07-2023","462.30","467.90","468.50","455.40","43.53M","-1.92%"
"24-07-2023","471.35","493.45","499.70","468.15","38.98M","-3.89%"
"21-07-2023","490.45","491.80","497.70","487.00","13.97M","-0.35%"
"20-07-2023","492.15","479.90","493.70","476.30","20.25M","2.78%"
"19-07-2023","478.85","472.75","480.45","468.10","13.87M","1.34%"
"18-07-2023","472.50","472.55","474.20","471.00","5.35M","0.03%"
"17-07-2023","472.35","474.50","475.80","470.60","6.09M","-0.12%"
"14-07-2023","472.90","473.00","475.00","471.35","5.08M","0.19%"
"13-07-2023","472.00","473.90","476.75","471.00","7.91M","-0.06%"
"12-07-2023","472.30","477.75","477.75","470.45","12.34M","-0.18%"
"11-07-2023","473.15","466.00","474.55","466.00","8.46M","1.57%"
"10-07-2023","465.85","470.00","470.90","463.70","6.52M","-0.54%"
"07-07-2023","468.40","473.00","475.50","467.60","7.32M","-1.16%"
"06-07-2023","473.90","477.35","477.40","470.50","9.47M","-0.25%"
"05-07-2023","475.10","466.35","480.65","464.30","16.25M","1.88%"
"04-07-2023","466.35","465.00","468.00","459.80","7.73M","0.67%"
"03-07-2023","463.25","451.60","465.95","450.05","10.70M","2.58%"
"30-06-2023","451.60","450.00","451.95","446.60","9.11M","0.50%"
"28-06-2023","449.35","445.00","450.60","444.50","12.08M","0.95%"
"27-06-2023","445.10","446.10","447.20","443.15","4.87M","-0.13%"
"26-06-2023","445.70","446.90","451.40","444.00","5.48M","0.21%"
"23-06-2023","444.75","447.50","447.65","442.70","6.09M","-0.65%"
"22-06-2023","447.65","448.00","449.65","445.85","6.64M","0.13%"
"21-06-2023","447.05","452.00","454.20","445.05","6.06M","-1.28%"
"20-06-2023","452.85","454.80","454.80","450.15","4.47M","-0.17%"
"19-06-2023","453.60","454.75","455.90","452.25","4.19M","0.11%"
"16-06-2023","453.10","449.00","455.60","447.90","11.73M","1.12%"
"15-06-2023","448.10","445.00","448.75","444.75","7.50M","0.81%"
"14-06-2023","444.50","446.25","447.75","443.75","8.70M","-0.20%"
"13-06-2023","445.40","441.00","446.40","438.30","16.11M","1.93%"
"12-06-2023","436.95","440.00","440.95","433.85","8.72M","-0.34%"
"09-06-2023","438.45","435.15","444.70","435.15","7.06M","-1.00%"
"08-06-2023","442.90","445.70","445.75","441.90","7.02M","-0.24%"
"07-06-2023","443.95","444.00","445.65","442.75","7.54M","0.26%"
"06-06-2023","442.80","440.80","443.60","440.40","6.45M","0.49%"
"05-06-2023","440.65","445.00","446.85","440.10","7.15M","-0.62%"
"02-06-2023","443.40","440.00","444.90","439.80","9.20M","0.84%"
"01-06-2023","439.70","447.00","447.00","439.00","8.80M","-1.30%"
"31-05-2023","445.50","449.30","452.00","442.45","14.27M","-0.98%"
"30-05-2023","449.90","441.00","451.45","441.00","18.90M","0.80%"
"29-05-2023","446.35","442.27","449.03","441.38","19.83M","1.24%"
"26-05-2023","440.88","440.68","442.03","436.81","13.00M","0.56%"
"25-05-2023","438.45","434.27","439.74","432.14","18.20M","1.76%"
"24-05-2023","430.85","425.68","432.09","424.39","11.48M","1.01%"
"23-05-2023","426.52","423.39","428.56","421.60","8.73M","1.04%"
"22-05-2023","422.15","419.37","423.14","416.53","15.42M","1.17%"
"19-05-2023","417.28","418.37","420.51","408.83","25.77M","0.04%"
"18-05-2023","417.13","427.37","429.80","415.54","24.00M","-1.85%"
"17-05-2023","424.98","421.55","426.32","420.01","9.48M","0.86%"
"16-05-2023","421.35","427.37","427.37","420.91","7.99M","-0.90%"
"15-05-2023","425.18","417.43","426.08","416.48","9.15M","1.75%"
"12-05-2023","417.88","417.83","420.11","413.50","11.14M","0.01%"
"11-05-2023","417.83","424.63","424.78","416.33","15.98M","-1.16%"
"10-05-2023","422.75","421.35","423.74","419.61","9.75M","0.37%"
"09-05-2023","421.20","430.15","430.50","418.92","9.99M","-1.77%"
"08-05-2023","428.81","428.36","430.80","426.72","7.24M","0.63%"
"05-05-2023","426.13","423.34","429.26","421.75","12.41M","0.98%"
"04-05-2023","422.00","422.70","424.39","421.40","7.98M","-0.60%"
"03-05-2023","424.54","421.40","425.88","419.47","7.33M","0.64%"
"02-05-2023","421.85","423.39","424.39","418.62","10.25M","-0.26%"
"28-04-2023","422.94","415.44","425.63","411.17","12.72M","2.30%"
"27-04-2023","413.45","409.68","414.84","408.48","12.61M","0.91%"
"26-04-2023","409.73","409.48","410.47","406.55","7.62M","0.17%"
"25-04-2023","409.03","406.20","411.02","404.90","8.84M","0.70%"
"24-04-2023","406.20","407.49","407.49","401.73","5.98M","0.11%"
"21-04-2023","405.75","397.85","406.50","396.61","14.25M","1.99%"
"20-04-2023","397.85","397.55","400.18","395.27","6.67M","0.39%"
"19-04-2023","396.31","393.63","398.89","393.58","9.74M","0.06%"
"18-04-2023","396.06","397.55","399.54","394.57","9.49M","-0.41%"
"17-04-2023","397.70","390.49","399.54","390.49","11.04M","1.15%"
"13-04-2023","393.18","393.08","394.17","391.29","6.06M","0.52%"
"12-04-2023","391.14","395.32","395.36","389.70","9.75M","-0.62%"
"11-04-2023","393.58","386.17","395.66","385.62","18.24M","1.92%"
"10-04-2023","386.17","384.98","387.61","382.39","6.78M","0.31%"
"06-04-2023","384.98","384.28","387.91","381.85","12.90M","0.25%"
"05-04-2023","384.03","376.58","384.68","376.58","11.61M","1.98%"
"03-04-2023","376.58","381.65","381.65","376.18","7.06M","-1.20%"
"31-03-2023","381.15","379.66","382.15","377.67","9.51M","0.20%"
"29-03-2023","380.41","377.87","381.65","374.84","10.16M","0.79%"
"28-03-2023","377.42","377.87","380.01","375.83","9.17M","-0.12%"
"27-03-2023","377.87","375.64","382.05","374.05","10.82M","0.40%"
"24-03-2023","376.38","379.16","380.65","375.69","9.93M","-0.51%"
"23-03-2023","378.32","374.69","380.41","372.11","9.75M","0.77%"
"22-03-2023","375.44","374.64","376.53","371.91","4.77M","0.21%"
"21-03-2023","374.64","376.48","376.48","371.76","11.61M","-0.49%"
"20-03-2023","376.48","371.01","377.03","369.72","10.12M","0.87%"
"17-03-2023","373.25","382.64","382.64","367.39","48.90M","-1.55%"
"16-03-2023","379.11","378.27","380.01","374.54","15.71M","0.54%"
"15-03-2023","377.08","378.67","381.95","375.69","8.42M","-0.08%"
"14-03-2023","377.38","383.34","384.08","374.89","10.23M","-1.03%"
"13-03-2023","381.30","386.82","388.51","380.16","8.79M","-1.12%"
"10-03-2023","385.62","384.58","387.81","381.15","8.36M","0.13%"
"09-03-2023","385.13","389.70","391.19","383.29","9.63M","-1.25%"
"08-03-2023","390.00","385.62","390.74","382.74","8.92M","1.09%"
"06-03-2023","385.77","383.54","390.10","382.89","10.71M","0.83%"
"03-03-2023","382.59","374.69","383.04","373.80","8.18M","2.50%"
"02-03-2023","373.25","377.18","377.42","372.41","5.02M","-0.83%"
"01-03-2023","376.38","371.96","378.07","371.31","7.77M","0.53%"
"28-02-2023","374.39","380.16","381.90","372.70","16.37M","-1.44%"
"27-02-2023","379.86","382.74","384.43","375.79","8.14M","-0.75%"
"24-02-2023","382.74","386.62","386.62","378.67","12.91M","-0.65%"
"23-02-2023","385.23","382.10","391.59","380.75","18.83M","0.98%"
"22-02-2023","381.50","379.66","382.54","377.67","8.96M","0.42%"
"21-02-2023","379.91","382.64","383.54","379.36","8.26M","-0.47%"
"20-02-2023","381.70","382.34","385.13","378.96","7.80M","0.17%"
"17-02-2023","381.05","378.72","382.20","376.93","7.67M","0.22%"
"16-02-2023","380.21","379.66","382.89","378.67","9.78M","0.09%"
"15-02-2023","379.86","379.41","380.51","376.23","12.21M","-1.10%"
"14-02-2023","384.08","372.70","385.28","371.46","29.13M","3.27%"
"13-02-2023","371.91","370.72","372.85","367.73","9.90M","0.77%"
"10-02-2023","369.08","369.92","374.64","368.03","10.28M","-0.77%"
"09-02-2023","371.96","371.71","377.67","369.87","11.86M","-0.35%"
"08-02-2023","373.25","372.45","374.99","369.27","10.42M","0.62%"
"07-02-2023","370.96","381.55","381.55","366.19","20.64M","-2.65%"
"06-02-2023","381.05","380.16","385.82","377.28","25.79M","0.72%"
"03-02-2023","378.32","379.56","379.91","369.72","22.30M","0.54%"
"02-02-2023","376.28","359.39","382.34","358.19","55.75M","4.76%"
"01-02-2023","359.19","350.84","363.46","327.08","64.52M","2.57%"
"31-01-2023","350.19","343.88","352.83","338.96","17.13M","2.19%"
"30-01-2023","342.69","344.78","349.60","339.76","14.09M","-0.35%"
"27-01-2023","343.88","339.71","346.71","339.41","21.04M","1.99%"
"25-01-2023","337.17","336.83","338.91","333.20","12.50M","0.09%"
"24-01-2023","336.88","335.73","338.66","335.53","12.30M","0.36%"
"23-01-2023","335.68","333.94","336.08","331.01","7.12M","0.94%"
"20-01-2023","332.55","329.97","333.15","327.23","13.10M","0.74%"
"19-01-2023","330.12","331.95","333.60","329.62","8.35M","-0.75%"
"18-01-2023","332.60","331.95","334.49","330.36","12.56M","0.72%"
"17-01-2023","330.22","328.18","331.46","327.08","13.71M","0.62%"
"16-01-2023","328.18","328.33","330.17","325.54","8.25M","0.44%"
"13-01-2023","326.74","327.83","330.22","324.40","14.41M","-0.33%"
"12-01-2023","327.83","331.36","331.56","326.09","6.64M","-0.59%"
"11-01-2023","329.77","333.05","333.05","329.27","4.58M","-0.48%"
"10-01-2023","331.36","335.83","336.33","330.51","6.95M","-1.38%"
"09-01-2023","335.98","334.89","339.21","334.09","10.62M","0.90%"
"06-01-2023","333.00","332.65","335.48","331.06","8.28M","0.48%"
"05-01-2023","331.41","326.64","331.86","326.19","8.17M","1.97%"
"04-01-2023","325.00","329.82","330.46","324.00","6.69M","-1.24%"
"03-01-2023","329.07","329.47","331.31","328.23","6.00M","-0.53%"
"02-01-2023","330.81","328.87","331.95","327.63","5.95M","0.39%"
"30-12-2022","329.52","333.35","334.69","328.48","6.96M","-1.13%"
"29-12-2022","333.30","332.30","333.69","329.52","8.11M","0.28%"
"28-12-2022","332.35","330.81","332.95","329.47","7.74M","0.38%"
"27-12-2022","331.11","333.55","334.34","328.13","6.73M","-0.43%"
"26-12-2022","332.55","324.50","333.05","323.51","9.57M","2.42%"
"23-12-2022","324.70","328.87","329.87","323.36","10.07M","-1.73%"
"22-12-2022","330.41","333.60","335.33","327.88","6.58M","-0.81%"
"21-12-2022","333.10","338.91","339.16","332.45","7.05M","-1.47%"
"20-12-2022","338.07","337.97","338.86","334.69","5.48M","-0.10%"
"19-12-2022","338.42","334.74","340.25","333.30","7.81M","1.61%"
"16-12-2022","333.05","335.43","336.83","329.27","12.43M","-1.11%"
"15-12-2022","336.77","342.64","343.98","335.93","8.15M","-1.90%"
"14-12-2022","343.29","343.88","345.22","341.64","7.38M","-0.06%"
"13-12-2022","343.48","342.39","343.88","340.30","10.69M","0.70%"
"12-12-2022","341.10","338.91","341.89","338.02","11.21M","0.53%"
"09-12-2022","339.31","337.67","340.40","335.93","8.13M","0.89%"
"08-12-2022","336.33","338.12","340.05","335.43","6.20M","-0.50%"
"07-12-2022","338.02","336.43","339.41","334.59","9.81M","0.83%"
"06-12-2022","335.23","332.05","336.13","332.05","6.33M","0.16%"
"05-12-2022","334.69","335.58","336.77","332.10","9.72M","-0.12%"
"02-12-2022","335.09","337.27","338.71","334.69","8.39M","-0.71%"
"01-12-2022","337.47","339.61","339.61","334.74","16.63M","-0.13%"
"30-11-2022","337.92","339.16","342.04","336.92","22.56M","-0.67%"
"29-11-2022","340.20","337.92","342.89","337.92","10.19M","0.66%"
"28-11-2022","337.97","337.92","339.66","336.68","9.90M","-0.07%"
"25-11-2022","338.22","338.91","339.81","335.73","6.93M","-0.13%"
"24-11-2022","338.66","337.72","340.40","335.48","8.14M","0.28%"
"23-11-2022","337.72","339.91","339.91","335.43","7.77M","-0.13%"
"22-11-2022","338.17","334.94","338.91","333.64","6.50M","0.90%"
"21-11-2022","335.14","337.02","337.92","332.35","9.20M","-1.13%"
"18-11-2022","338.96","341.60","342.64","337.72","7.84M","-0.77%"
"17-11-2022","341.60","341.99","345.32","340.50","9.99M","-0.12%"
"16-11-2022","341.99","343.58","344.73","339.56","7.60M","-0.33%"
"15-11-2022","343.14","346.81","346.81","337.07","15.45M","-0.56%"
"14-11-2022","345.07","354.17","354.76","344.48","17.64M","-2.57%"
"11-11-2022","354.17","357.80","358.74","352.48","10.95M","0.10%"
"10-11-2022","353.82","356.80","357.70","351.93","19.33M","-1.30%"
"09-11-2022","358.49","351.34","359.24","351.04","20.61M","2.04%"
"07-11-2022","351.34","352.83","354.17","347.86","10.05M","-0.03%"
"04-11-2022","351.43","351.83","353.82","350.34","8.39M","-0.03%"
"03-11-2022","351.53","351.83","356.30","350.84","10.74M","-0.27%"
"02-11-2022","352.48","346.37","354.07","346.37","16.78M","1.47%"
"01-11-2022","347.36","347.11","348.35","345.07","19.67M","0.23%"
"31-10-2022","346.57","345.87","348.35","342.64","13.83M","0.84%"
"28-10-2022","343.68","345.42","346.47","342.99","13.07M","0.00%"
"27-10-2022","343.68","344.53","346.22","341.74","18.56M","-0.14%"
"25-10-2022","344.18","347.31","347.36","341.55","17.24M","-0.40%"
"24-10-2022","345.57","346.81","347.56","344.88","3.17M","0.61%"
"21-10-2022","343.48","351.04","351.04","342.39","27.37M","-1.17%"
"20-10-2022","347.56","344.88","348.80","342.69","18.47M","0.97%"
"19-10-2022","344.23","341.00","345.32","337.72","16.30M","1.78%"
